timestamp,action_type,item_id,cursor_time,source,user_answer,platform
1552991552238,enter,b2525,,diagnosis,,mobile
1552991579586,respond,q3993,,diagnosis,d,mobile
1552991583861,submit,b2525,,diagnosis,,mobile
1552991583983,enter,b3273,,diagnosis,,mobile
1552991621176,respond,q4741,,diagnosis,a,mobile
1552991626358,submit,b3273,,diagnosis,,mobile
1552991626456,enter,b5774,,diagnosis,,mobile
1552991657514,respond,q8423,,diagnosis,d,mobile
1552991671011,submit,b5774,,diagnosis,,mobile
1552991671087,enter,b5161,,diagnosis,,mobile
1552991725094,respond,q6755,,diagnosis,a,mobile
1552991728937,submit,b5161,,diagnosis,,mobile
1552991729013,enter,b2482,,diagnosis,,mobile
1552991770604,respond,q3950,,diagnosis,d,mobile
1552991774725,submit,b2482,,diagnosis,,mobile
1552991774821,enter,b4449,,diagnosis,,mobile
1552991855474,respond,q5917,,diagnosis,b,mobile
1552991855970,respond,q5917,,diagnosis,c,mobile
1552991856445,respond,q5917,,diagnosis,b,mobile
1552991856889,respond,q5917,,diagnosis,c,mobile
1552991857150,respond,q5917,,diagnosis,b,mobile
1552991857469,respond,q5917,,diagnosis,c,mobile
1552991883006,respond,q5917,,diagnosis,b,mobile
1552991885395,respond,q5917,,diagnosis,c,mobile
1552991890151,submit,b4449,,diagnosis,,mobile
1552991890241,enter,b4250,,diagnosis,,mobile
1552991940718,respond,q5718,,diagnosis,c,mobile
1552991946096,submit,b4250,,diagnosis,,mobile
1552992102079,enter,b6972,,sprint,,mobile
1552992135012,respond,q9621,,sprint,b,mobile
1552992138568,submit,b6972,,sprint,,mobile
1552992138645,enter,e6972,,sprint,,mobile
1552992156860,quit,e6972,,sprint,,mobile
1552992156931,enter,b3096,,sprint,,mobile
1552992188787,respond,q4564,,sprint,a,mobile
1552992199054,submit,b3096,,sprint,,mobile
1552992199130,enter,e3096,,sprint,,mobile
1552992209409,quit,e3096,,sprint,,mobile
1552992209515,enter,b2295,,sprint,,mobile
1552992236819,respond,q3763,,sprint,d,mobile
1552992240640,submit,b2295,,sprint,,mobile
1552992240709,enter,e2295,,sprint,,mobile
1552992247902,quit,e2295,,sprint,,mobile
1552992247990,enter,b6801,,sprint,,mobile
1552992280908,respond,q9450,,sprint,a,mobile
1552992285084,submit,b6801,,sprint,,mobile
1552992285159,enter,e6801,,sprint,,mobile
1552992319080,quit,e6801,,sprint,,mobile
1552992319178,enter,b3609,,sprint,,mobile
1552992339784,respond,q5077,,sprint,c,mobile
1552992343947,submit,b3609,,sprint,,mobile
1552992344032,enter,e3609,,sprint,,mobile
1552992405123,quit,e3609,,sprint,,mobile
1552992405235,enter,b6928,,sprint,,mobile
1552992435333,respond,q9577,,sprint,a,mobile
1552992438682,submit,b6928,,sprint,,mobile
1552992438758,enter,e6928,,sprint,,mobile
1552992446982,quit,e6928,,sprint,,mobile
1552992447065,enter,b3315,,sprint,,mobile
1552992451514,respond,q4783,,sprint,a,mobile
1552992454662,submit,b3315,,sprint,,mobile
1552992454744,enter,e3315,,sprint,,mobile
1552992464762,quit,e3315,,sprint,,mobile
1552992464824,enter,b6405,,sprint,,mobile
1552992496593,respond,q9054,,sprint,c,mobile
1552992501963,submit,b6405,,sprint,,mobile
1552992502034,enter,e6405,,sprint,,mobile
1552992521616,quit,e6405,,sprint,,mobile
1552992521704,enter,b2187,,sprint,,mobile
1552992566229,respond,q3655,,sprint,a,mobile
1552992569328,submit,b2187,,sprint,,mobile
1552992569385,enter,e2187,,sprint,,mobile
1552992620530,quit,e2187,,sprint,,mobile
1552992620606,enter,b3114,,sprint,,mobile
1552992655089,respond,q4582,,sprint,c,mobile
1552992658925,submit,b3114,,sprint,,mobile
1552992659000,enter,e3114,,sprint,,mobile
1552992681847,quit,e3114,,sprint,,mobile
1552992860972,enter,b1188,,sprint,,mobile
1552992861806,play_audio,b1188,0,sprint,,mobile
1552992878007,pause_audio,b1188,16828,sprint,,mobile
1552992879821,respond,q1188,,sprint,a,mobile
1552992883087,submit,b1188,,sprint,,mobile
1552992883167,enter,e1188,,sprint,,mobile
1552992902042,quit,e1188,,sprint,,mobile
1552992902128,enter,b808,,sprint,,mobile
1552992902458,play_audio,b808,0,sprint,,mobile
1552992918911,pause_audio,b808,17034,sprint,,mobile
1552992919071,respond,q808,,sprint,c,mobile
1552992922819,submit,b808,,sprint,,mobile
1552992922905,enter,e808,,sprint,,mobile
1552992929691,play_audio,b808,0,sprint,,mobile
1552992935776,pause_audio,b808,5824,sprint,,mobile
1552992936478,play_audio,b808,5895,sprint,,mobile
