timestamp,action_type,item_id,cursor_time,source,user_answer,platform
1566881744417,enter,b4799,,diagnosis,,mobile
1566881769950,respond,q6267,,diagnosis,d,mobile
1566881775580,submit,b4799,,diagnosis,,mobile
1566881775662,enter,b3210,,diagnosis,,mobile
1566881794942,respond,q4678,,diagnosis,b,mobile
1566881803842,submit,b3210,,diagnosis,,mobile
1566881803936,enter,b4063,,diagnosis,,mobile
1566881825743,respond,q5531,,diagnosis,c,mobile
1566881831734,submit,b4063,,diagnosis,,mobile
1566881831840,enter,b206,,diagnosis,,mobile
1566881832069,play_audio,b206,0,diagnosis,,mobile
1566881847838,pause_audio,b206,16073,diagnosis,,mobile
1566881847917,respond,q206,,diagnosis,b,mobile
1566881853111,submit,b206,,diagnosis,,mobile
1566881853186,enter,b377,,diagnosis,,mobile
1566881853381,play_audio,b377,0,diagnosis,,mobile
1566881869609,pause_audio,b377,16565,diagnosis,,mobile
1566881874498,respond,q377,,diagnosis,c,mobile
1566881879315,submit,b377,,diagnosis,,mobile
1566881879420,enter,b3135,,diagnosis,,mobile
1566881900928,respond,q4603,,diagnosis,c,mobile
1566881905327,submit,b3135,,diagnosis,,mobile
1566881905405,enter,b2961,,diagnosis,,mobile
1566881927529,respond,q4429,,diagnosis,b,mobile
1566881933237,submit,b2961,,diagnosis,,mobile
